etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
833    | #ˈanɡulum# | *#ˈanɡulu# | *#ˈanɡuɾu# | *#ˈanɡur# {GOLD: #ˈunɡj#}
834    | #ˌanɡˈustum# | *#anɡˈustu# | *#anɡˈustu# | *#anɡˈust# {GOLD: #ɨnɡˈust#}
835    | #ˈasperum# | *#ˈasperu# | *#ˈaspeɾu# | *#ˈaspər# {GOLD: #ˈaspru#}
836    | #kˈirkum# | *#t͡ʃˈerku# | *#t͡ʃˈeɾku# | *#t͡ʃˈerk# {GOLD: #t͡ʃˈerk#}
837    | #dˈeːnsum# | *#dˈesu# | *#dˈesu# | *#dˈes# {GOLD: #dˈes#}
838    | #fˌoːrmˈoːsum# | *#formˈosu# | *#fuɾmˈosu# | *#furmˈos# {GOLD: #frumˈos#}
839    | #frˈaɡidum# | *#frˈad͡ʒedu# | *#fɾˈad͡ʒedu# | *#frˈad͡ʒed# {GOLD: #frˈad͡ʒed#}
840    | #ɡrˈassum# | *#ɡrˈasu# | *#ɡɾˈasu# | *#ɡrˈas# {GOLD: #ɡrˈas#}
841    | #ɡrˈossum# | *#ɡrˈosu# | *#ɡɾˈosu# | *#ɡrˈos# {GOLD: #ɡrˈos#}
842    | #hˈuːmidum# | *#ˈumedu# | *#ˈumedu# | *#ˈuməd# {GOLD: #ˈumed#}
843    | #lˈarɡum# | *#lˈarɡu# | *#lˈaɾɡu# | *#lˈarɡ# {GOLD: #lˈarɡ#}
844    | #lˈaːtum# | *#lˈatu# | *#lˈatu# | *#lˈat# {GOLD: #lˈat#}
845    | #lˈeːnem# | *#lˈene# | *#lˈene# | *#lˈine# {GOLD: #lˈin#}
846    | #mˈakrum# | *#mˈapru# | *#mˈapɾu# | *#mˈaprw̍# {GOLD: #mˈakru#}
847    | #mˈarkidum# | *#mˈart͡ʃedu# | *#mˈaɾt͡ʃedu# | *#mˈart͡ʃed# {GOLD: #mˈɨrt͡ʃed#}
848    | #mˈedium# | *#mˈɛd͡zu# | *#mjˈed͡zu# | *#mjˈez# {GOLD: #mjˈez#}
849    | #mˈollem# | *#mˈolle# | *#mo̯ˈale# | *#mo̯ˈale# {GOLD: #mo̯ˈale#}
850    | #mˈuːkkidum# | *#mˈut͡ʃedu# | *#mˈut͡ʃedu# | *#mˈut͡ʃed# {GOLD: #mˈut͡ʃed#}
851    | #mˈuːtulum# | *#mˈutulu# | *#mˈutuɾu# | *#mˈutur# {GOLD: #mˈukje#}
852    | #mˈuːtulam# | *#mˈutula# | *#mˈutuɾə# | *#mˈuturə# {GOLD: #mˈukje#}
853    | #nˌaːtˈuːram# | *#natˈura# | *#nətˈuɾə# | *#nətˈurə# {GOLD: #natˈurə#}
854    | #nˈitidum# | *#nˈetedu# | *#ne̯ˈatedu# | *#nˈeted# {GOLD: #nˈeted#}
855    | #kwˌiˈeːtum# | *#t͡ʃˈetu# | *#t͡ʃˈetu# | *#t͡ʃˈet# {GOLD: #t͡ʃˈet#}
856    | #kwˌiˈeːtam# | *#t͡ʃˈeta# | *#t͡ʃe̯ˈatə# | *#t͡ʃe̯ˈatə# {GOLD: #t͡ʃe̯ˈatə#}
857    | #rˈankidum# | *#rˈant͡ʃedu# | *#rrˈant͡ʃedu# | *#rˈant͡ʃed# {GOLD: #rˈɨnt͡ʃed#}
858    | #rˈaːrum# | *#rˈaru# | *#rrˈaɾu# | *#rˈar# {GOLD: #rˈar#}
859    | #rˌetˈundum# | *#retˈundu# | *#rretˈundu# | *#rətˈund# {GOLD: #rətˈund#}
860    | #skrˈobulam# | *#skrˈoɡula# | *#skɾo̯ˈaɡuɾə# | *#skro̯ˈaɡurə# {GOLD: #skˈorburə#}
861    | #sˈiɡnum# | *#sˈemnu# | *#sˈemnu# | *#sˈimn# {GOLD: #sˈemn#}
862    | #sˌimilˈaː# | *#semlˈa# | *#semlˈa# | *#simlˈa# {GOLD: #semənˈa#}
863    | #strˈinktum# | *#strˈentu# | *#stɾˈentu# | *#strˈint# {GOLD: #strˈɨmt#}
864    | #sˌubtˈiːlem# | *#suɡtˈile# | *#suɡt͡sˈiɾe# | *#suɡt͡sˈire# {GOLD: #subt͡sˈire#}
865    | #tˌakˈeː# | *#tat͡ʃˈe# | *#tət͡ʃˈe# | *#tət͡ʃˈe# {GOLD: #tət͡ʃe̯ˈa#}
866    | #tˈaːlem# | *#tˈale# | *#tˈaɾe# | *#tˈare# {GOLD: #tˈare#}
867    | #ˈuːdum# | *#ˈudu# | *#ˈudu# | *#ˈud# {GOLD: #ˈud#}
868    | #ˌuːdˈaː# | *#udˈa# | *#udˈa# | *#udˈa# {GOLD: #udˈa#}
869    | #wˌiskˈoːsum# | *#vskˈosu# | *#vskˈosu# | *#vskˈos# {GOLD: #vɨskˈos#}
870    | #kolˈostram# | *#kolˈostra# | *#kuɾo̯ˈastɾə# | *#kuro̯ˈastrə# {GOLD: #korˈastrə#}
871    | #aspektˈaː# | *#aspstˈa# | *#aspstˈa# | *#aspstˈa# {GOLD: #aʃteptˈa#}
872    | #kˈohortem# | *#kwˈorte# | *#kwo̯ˈaɾte# | *#kwo̯ˈarte# {GOLD: #kˈurte#}
873    | #konweniˈentiam# | *#konend͡ʒˈɛnd͡ʒa# | *#kunend͡ʒˈend͡ʒə# | *#kunind͡ʒˈind͡ʒə# {GOLD: #kuviˈint͡sə#}
874    | #konwenˈi# | *#konenˈi# | *#kuneɲˈi# | *#kunij̊# {GOLD: #kuvenˈi#}
875    | #konwentˈaː# | *#konentˈa# | *#kunentˈa# | *#kunintˈa# {GOLD: #kuvɨntˈa#}
876    | #dˈominum# | *#dˈomnu# | *#dˈomnu# | *#dˈomn# {GOLD: #dˈomn#}
877    | #frˈankum# | *#frˈanku# | *#fɾˈanku# | *#frˈank# {GOLD: #frˈɨnk#}
878    | #ɡrˈae̯kum# | *#ɡrˈae̯ku# | *#ɡɾˈae̯ku# | *#ɡrˈae̯k# {GOLD: #ɡrˈek#}
879    | #hˈospitem# | *#ˈospete# | *#o̯ˈaspete# | *#o̯ˈaspete# {GOLD: #o̯ˈaspete#}
880    | #hospitˈaː# | *#ospetˈa# | *#uspetˈa# | *#uspətˈa# {GOLD: #ospətˈa#}
881    | #imperˈaːtoːrem# | *#emperˈatore# | *#empeɾˈatuɾe# | *#impərˈature# {GOLD: #ɨmpərˈat#}
882    | #jˈuːdikem# | *#d͡ʒˈudet͡ʃe# | *#d͡ʒˈudet͡ʃe# | *#ʒˈudet͡ʃe# {GOLD: #ʒˈude#}
883    | #juːdˈikium# | *#d͡ʒudˈed͡zu# | *#d͡ʒudˈed͡zu# | *#ʒudˈez# {GOLD: #ʒudˈet͡s#}
884    | #juːraːmˈentum# | *#d͡ʒuramˈɛntu# | *#d͡ʒuɾəmˈentu# | *#ʒurəmˈɨnt# {GOLD: #ʒurəmˈɨnt#}
885    | #juːrˈaː# | *#d͡ʒurˈa# | *#d͡ʒuɾˈa# | *#ʒurˈa# {GOLD: #ʒurˈa#}
886    | #lawdˈaː# | *#ladˈa# | *#lədˈa# | *#lədˈa# {GOLD: #ləwdˈa#}
887    | #lˈawdem# | *#lˈade# | *#lˈade# | *#lˈade# {GOLD: #lˈawdə#}
888    | #lˈeːɡem# | *#lˈed͡ʒe# | *#le̯ˈad͡ʒe# | *#lˈed͡ʒe# {GOLD: #lˈed͡ʒe#}
889    | #liɡaːmˈentum# | *#leɡamˈɛntu# | *#leɡəmˈentu# | *#leɡəmˈɨnt# {GOLD: #leɡəmˈɨnt#}
890    | #potˈentiam# | *#potˈɛnd͡ʒa# | *#putˈend͡ʒə# | *#putˈind͡ʒə# {GOLD: #putˈint͡sə#}
891    | #saluːtˈaː# | *#salutˈa# | *#səɾutˈa# | *#sərutˈa# {GOLD: #sərutˈa#}
892    | #sklˈawum# | *#sklˈau# | *#skʎˈau# | *#skjˈa# {GOLD: #ʃkjˈaw#}
893    | #wiːkiːnitˈaːtem# | *#it͡ʃinetˈate# | *#jit͡ʃenetˈate# | *#it͡ʃinetˈate# {GOLD: #vet͡ʃinətˈate#}
894    | #wiktimˈaː# | *#vstemˈa# | *#vstemˈa# | *#vstimˈa# {GOLD: #vətəmˈa#}
895    | #ae̯stimˈaː# | *#ae̯stemˈa# | *#ae̯stemˈa# | *#ae̯stimˈa# {GOLD: #nestemˈatə#}
896    | #komparˈaː# | *#komparˈa# | *#kumpəɾˈa# | *#kumpərˈa# {GOLD: #kumpərˈa#}
897    | #fuːrˈaː# | *#furˈa# | *#fuɾˈa# | *#furˈa# {GOLD: #furˈa#}
898    | #fˈuːrem# | *#fˈure# | *#fˈuɾe# | *#fˈure# {GOLD: #fˈur#}
899    | #improːmuːtuˈaː# | *#empromutˈa# | *#empɾumutˈa# | *#imprumutˈa# {GOLD: #ɨmprumutˈa#}
900    | #lewˈaː# | *#leˈa# | *#le̯ˈa# | *#le̯ˈa# {GOLD: #lwˈa#}
901    | #neɡoːtiaːtˈoːrem# | *#neɡod͡ʒatˈore# | *#neɡud͡ʒəto̯ˈaɾe# | *#neɡud͡ʒəto̯ˈare# {GOLD: #neɡut͡sətˈor#}
902    | #neɡˈoːtium# | *#neɡˈod͡zu# | *#neɡˈod͡zu# | *#neɡˈoz# {GOLD: #neɡˈot͡s#}
903    | #pˈerde# | *#pˈɛrde# | *#pje̯ˈaɾde# | *#pjˈerde# {GOLD: #pjˈerde#}
904    | #prˈetium# | *#prˈɛd͡zu# | *#p?0ˈed͡zu# | *#p?1ˈez# {GOLD: #prˈet͡s#}
905    | #wˈende# | *#ˈɛnde# | *#ˈende# | *#ˈinde# {GOLD: #vˈinde#}
906    | #ˈanɡelum# | *#ˈand͡ʒelu# | *#ˈand͡ʒeɾu# | *#ˈand͡ʒer# {GOLD: #ˈɨnd͡ʒer#}
907    | #kʰriːstiˈaːnum# | *#krisd͡ʒˈanu# | *#kɾesd͡ʒˈənu# | *#kresd͡ʒˈɨn# {GOLD: #kreʃtˈin#}
908    | #krˈukem# | *#krˈut͡ʃe# | *#kɾˈut͡ʃe# | *#krˈut͡ʃe# {GOLD: #krˈut͡ʃe#}
909    | #dˈeːum# | *#deˈu# | *#deˈu# | *#de# {GOLD: #zˈew#}
910    | #drakˈoːnem# | *#drakˈone# | *#dɾəkˈune# | *#drəkˈune# {GOLD: #drˈak#}
911    | #jejuːnˈaː# | *#d͡ʒed͡ʒunˈa# | *#d͡ʒed͡ʒunˈa# | *#d͡ʒeʒunˈa# {GOLD: #aʒunˈa#}
912    | #inklinˈaː# | *#enklenˈa# | *#enkʎenˈa# | *#inkinˈa# {GOLD: #ɨnkinˈa#}
913    | #inkliːnaːtiˈoːnem# | *#enklinad͡ʒˈone# | *#enkʎenəd͡ʒˈune# | *#inkinəʒˈune# {GOLD: #ɨnkinət͡ʃˈune#}
914    | #liːbertˈaː# | *#liertˈa# | *#ʎieɾtˈa# | *#iertˈa# {GOLD: #jertˈa#}
915    | #miːriˈoːnem# | *#mird͡ʒˈone# | *#meɾd͡ʒˈune# | *#mərʒˈune# {GOLD: #minˈune#}
916    | #oːraːtiˈoːnem# | *#orad͡ʒˈone# | *#uɾəd͡ʒˈune# | *#urəʒˈune# {GOLD: #urət͡ʃˈune#}
917    | #paːɡaːnitˈaːtem# | *#paɡanetˈate# | *#pəɡənetˈate# | *#pəɡɨnetˈate# {GOLD: #pəɡɨnətˈate#}
918    | #pekkˈaːtum# | *#pekˈatu# | *#pekˈatu# | *#pəkˈat# {GOLD: #pəkˈat#}
919    | #populˈaːnum# | *#populˈanu# | *#pupuɾˈənu# | *#pupurˈɨn# {GOLD: #poporˈan#}
920    | #pˈopulum# | *#pˈopulu# | *#pˈopuɾu# | *#pˈopur# {GOLD: #popˈor#}
921    | #kwadraːɡˈeːsimam# | *#padrad͡ʒˈesema# | *#pədɾəd͡ʒe̯ˈasemə# | *#pədrəd͡ʒˈesimə# {GOLD: #pəresˈimj#}
922    | #roɡˈaː# | *#roɡˈa# | *#rruɡˈa# | *#ruɡˈa# {GOLD: #ruɡˈa#}
923    | #roɡaːtiˈoːnem# | *#roɡad͡ʒˈone# | *#rruɡəd͡ʒˈune# | *#ruɡəʒˈune# {GOLD: #ruɡət͡ʃˈune#}
924    | #kreaːtiˈoːnem# | *#krd͡ʒad͡ʒˈone# | *#kɾd͡ʒəd͡ʒˈune# | *#krd͡ʒəʒˈune# {GOLD: #krət͡ʃˈun#}
925    | #pˈaskʰa# | *#pˈaska# | *#pˈaskə# | *#pˈaskə# {GOLD: #pˈaskə#}
926    | #pˈaskʰae̯# | *#pˈaskae̯# | *#pˈaskəe̯# | *#pˈaskəe̯# {GOLD: #pˈaʃte#}
927    | #serwˈaː# | *#serˈa# | *#seɾˈa# | *#serˈa# {GOLD: #serbˈa#}
928    | #kommandˈaː# | *#komandˈa# | *#kuməndˈa# | *#kumɨndˈa# {GOLD: #kumɨndˈa#}
929    | #kommendˈaː# | *#komendˈa# | *#kumendˈa# | *#kumɨndˈa# {GOLD: #kumɨndˈa#}
930    | #monumˈentum# | *#monmˈɛntu# | *#munmˈentu# | *#munmˈɨnt# {GOLD: #mormˈɨnt#}
931    | #inkantˈaː# | *#enkantˈa# | *#enkəntˈa# | *#inkɨntˈa# {GOLD: #ɨnkɨntˈə#}
932    | #tˈemplum# | *#tˈɛmplu# | *#tˈemplu# | *#tˈimplw̍# {GOLD: #tˈɨmplə#}
933    | #kantˈaː# | *#kantˈa# | *#kəntˈa# | *#kɨntˈa# {GOLD: #kɨntˈa#}
934    | #kʰˈartam# | *#kˈarta# | *#kˈaɾtə# | *#kˈartə# {GOLD: #kˈarte#}
935    | #skrˈiːbe# | *#skrˈie# | *#sk?0ˈie# | *#sk?1ˈie# {GOLD: #skrˈije#}
936    | #skriːptˈuːram# | *#skriptˈura# | *#skɾeptˈuɾə# | *#skreptˈurə# {GOLD: #skriptˈurə#}
937    | #buːkinˈaː# | *#but͡ʃenˈa# | *#but͡ʃenˈa# | *#but͡ʃinˈa# {GOLD: #but͡ʃinˈa#}
938    | #bˈuːkinum# | *#bˈut͡ʃenu# | *#bˈut͡ʃenu# | *#bˈut͡ʃin# {GOLD: #bˈut͡ʃin#}
939    | #kˈantikum# | *#kˈanteku# | *#kˈanteku# | *#kˈantek# {GOLD: #kˈɨntek#}
940    | #kʰˈordam# | *#kˈorda# | *#ko̯ˈaɾdə# | *#ko̯ˈardə# {GOLD: #ko̯ˈardə#}
941    | #kˈitʰaram# | *#t͡ʃˈetara# | *#t͡ʃe̯ˈatəɾə# | *#t͡ʃe̯ˈatərə# {GOLD: #t͡ʃˈeterə#}
942    | #siːbilˈaː# | *#sielˈa# | *#ʃieɾˈa# | *#ʃierˈa# {GOLD: #ʃwerˈa#}
943    | #sonˈaː# | *#sonˈa# | *#sunˈa# | *#sunˈa# {GOLD: #sunˈa#}
944    | #sˈonum# | *#sˈonu# | *#sˈunu# | *#sˈun# {GOLD: #sˈun#}
945    | #sˈonitum# | *#sˈonetu# | *#sˈunetu# | *#sˈunet# {GOLD: #sˈunet#}
946    | #wˈersum# | *#ˈɛsu# | *#jˈesu# | *#jˈes# {GOLD: #vjˈers#}
947    | #jokˈaː# | *#d͡ʒokˈa# | *#d͡ʒukˈa# | *#ʒukˈa# {GOLD: #ʒukˈa#}
948    | #jˈokum# | *#d͡ʒˈoku# | *#d͡ʒˈoku# | *#ʒˈok# {GOLD: #ʒˈok#}
949    | #pertraːjˈike# | *#pertrad͡ʒˈet͡ʃe# | *#peɾtɾəd͡ʒe̯ˈat͡ʃe# | *#pərtrəd͡ʒˈet͡ʃe# {GOLD: #petrˈet͡ʃe#}
950    | #kaːnˈuːtum# | *#kanˈutu# | *#kənˈutu# | *#kɨnˈut# {GOLD: #kərˈunt#}
951    | #ɡˈalbinum# | *#ɡˈalbenu# | *#ɡˈalbenu# | *#ɡˈalbɨn# {GOLD: #ɡˈalben#}
952    | #mˈerum# | *#mˈɛru# | *#mjˈeɾu# | *#mjˈer# {GOLD: #mjˈer#}
953    | #rˈoseum# | *#rˈosd͡ʒu# | *#rrˈosd͡ʒu# | *#rˈosʒ# {GOLD: #rˈoʃ#}
954    | #rˈussum# | *#rˈusu# | *#rrˈusu# | *#rˈus# {GOLD: #rˈus#}
955    | #wˈenetum# | *#ˈɛnetu# | *#jˈenetu# | *#ˈinet# {GOLD: #vˈɨnət#}
956    | #wirɡˈaːtum# | *#erɡˈatu# | *#eɾɡˈatu# | *#erɡˈat# {GOLD: #vərɡˈat#}
957    | #amˈaːrum# | *#amˈaru# | *#əmˈaɾu# | *#əmˈar# {GOLD: #amˈar#}
958    | #dˈulke# | *#dˈult͡ʃe# | *#dˈult͡ʃe# | *#dˈult͡ʃe# {GOLD: #dˈult͡ʃe#}
959    | #dulkˈorem# | *#dulkˈore# | *#dulko̯ˈaɾe# | *#dulko̯ˈare# {GOLD: #dulko̯ˈare#}
960    | #puːtˈoːrem# | *#putˈore# | *#puto̯ˈaɾe# | *#puto̯ˈare# {GOLD: #puto̯ˈare#}
961    | #pˈutridum# | *#pˈutredu# | *#pˈutɾedu# | *#pˈutred# {GOLD: #pˈutred#}
962    | #kaldˈoːrem# | *#kaldˈore# | *#kəldo̯ˈaɾe# | *#kəldo̯ˈare# {GOLD: #kəldˈurə#}
963    | #kˈalidum# | *#kˈaledu# | *#kˈaɾedu# | *#kˈared# {GOLD: #kˈald#}
964    | #ferwˈentem# | *#ferˈɛnte# | *#feɾˈente# | *#ferˈinte# {GOLD: #fjerbˈinte#}
965    | #frˈiːɡus# | *#frˈiɡu# | *#f?0ˈiɡu# | *#f?1ˈiɡ# {GOLD: #frˈiɡ#}
966    | #rˈekentem# | *#rˈɛt͡ʃente# | *#rrje̯ˈat͡ʃente# | *#rjˈet͡ʃinte# {GOLD: #rˈet͡ʃe#}
967    | #apprehˈende# | *#aprjˈɛnde# | *#ap?0ˈende# | *#ap?1ˈinde# {GOLD: #aprˈinde#}
968    | #ˈaːrde# | *#ˈarde# | *#ˈaɾde# | *#ˈarde# {GOLD: #ˈarde#}
969    | #arsˈuːram# | *#asˈura# | *#asˈuɾə# | *#asˈurə# {GOLD: #arsˈurə#}
970    | #kinˈusiam# | *#t͡ʃenˈusd͡ʒa# | *#t͡ʃenˈusd͡ʒə# | *#t͡ʃinˈusd͡ʒə# {GOLD: #t͡ʃenˈuʃə#}
971    | #fˈakulam# | *#fˈakula# | *#fˈakuɾə# | *#fˈakurə# {GOLD: #flˈakərə#}
972    | #flˈamma# | *#flˈama# | *#flˈəmə# | *#flˈəmə# {GOLD: #flˈamə#}
973    | #fˈokum# | *#fˈoku# | *#fˈoku# | *#fˈok# {GOLD: #fˈok#}
974    | #fuːlˈiːɡinem# | *#fulˈid͡ʒene# | *#fu?0ˈid͡ʒene# | *#fu?1ˈid͡ʒine# {GOLD: #funˈind͡ʒine#}
975    | #fˈuːmum# | *#fˈumu# | *#fˈumu# | *#fˈum# {GOLD: #fˈum#}
976    | #inkˈende# | *#ent͡ʃˈɛnde# | *#ent͡ʃˈende# | *#int͡ʃˈinde# {GOLD: #ɨnt͡ʃˈinde#}
977    | #stˈinɡwe# | *#stˈend͡ʒe# | *#stˈend͡ʒe# | *#stˈind͡ʒe# {GOLD: #stˈind͡ʒe#}
978    | #tiːtiˈoːnem# | *#tid͡ʒˈone# | *#ted͡ʒˈune# | *#teʒˈune# {GOLD: #tət͡ʃˈune#}
979    | #ˌaddˌeːˈante# | *#adeˈante# | *#ade̯ˈante# | *#adˈente# {GOLD: #adˈinte#}
980    | #ˌadhˈikke# | *#adˈet͡ʃe# | *#ade̯ˈat͡ʃe# | *#adˈet͡ʃe# {GOLD: #aˈit͡ʃj#}
981    | #ˌadmˈodo# | *#admˈodo# | *#admˈodu# | *#admˈod# {GOLD: #amˈu#}
982    | #ˌadfˈoraːs# | *#adfˈora# | *#adfo̯ˈaɾə# | *#adfo̯ˈarə# {GOLD: #afˈarə#}
983    | #alˈiubi# | *#alud͡ʒi# | *#aɾud͡ʒi# | *#arud͡ʒj̊# {GOLD: #ajˈure#}
984    | #kˈontraː# | *#kˈontra# | *#kˈontɾə# | *#kˈontrə# {GOLD: #kˈətre#}
985    | #kurrˈendum# | *#kurrˈɛndu# | *#kurrˈendu# | *#kurˈɨnd# {GOLD: #kurˈɨnd#}
986    | #dˌeːˌekkeˈinde# | *#dejkd͡ʒˈende# | *#dejkd͡ʒˈende# | *#dejkd͡ʒˈinde# {GOLD: #det͡ʃˈinde#}
987    | #ˌaddˌeːˌinˈillahoːram# | *#adenˈellaora# | *#adene̯ˈawəuɾə# | *#adine̯ˈawəurə# {GOLD: #adine̯ˈawrj#}
988    | #deˈorsum# | *#d͡ʒˈosu# | *#d͡ʒˈosu# | *#ʒˈos# {GOLD: #ʒˈos#}
989    | #dˌeːpˈarte# | *#depˈarte# | *#depˈaɾte# | *#depˈarte# {GOLD: #depˈarte#}
990    | #dˈeːpost# | *#dˈepo# | *#dˈepu# | *#dˈep# {GOLD: #dˈupə#}
991    | #ˌekkehˈik# | *#et͡ʃˈi# | *#et͡ʃˈi# | *#et͡ʃj̊# {GOLD: #at͡ʃˈi#}
992    | #ˌekkehˈikke# | *#et͡ʃˈet͡ʃe# | *#et͡ʃe̯ˈat͡ʃe# | *#et͡ʃˈet͡ʃe# {GOLD: #at͡ʃˈit͡ʃe#}
993    | #ˌekkumhˈakke# | *#ekumˈat͡ʃe# | *#ekumˈat͡ʃe# | *#ekumˈat͡ʃe# {GOLD: #ɨnko̯ˈat͡ʃe#}
994    | #ˌekkumˈillok# | *#ekumˈello# | *#ekumˈelu# | *#ekumˈəl# {GOLD: #akˈolo#}
995    | #ˌekkummˈodo# | *#ekumˈodo# | *#ekumˈodu# | *#ekumˈod# {GOLD: #akˈum#}
996    | #hˈaːkdˈieː# | *#ˈad͡zˈe# | *#ˈad͡zˈe# | *#ˈazˈe# {GOLD: #ˈazj#}
997    | #illˈaːk# | *#ellˈa# | *#elˈa# | *#elˈa# {GOLD: #lˈa#}
998    | #ˈin# | *#ˈi# | *#jˈi# | *#j̊# {GOLD: #ˈɨn#}
999    | #ˌinˌabˈante# | *#enaˈante# | *#enəˈante# | *#inəˈante# {GOLD: #ɨnaˈinte#}
1000   | #ˌinˌadˈintroː# | *#enadˈentro# | *#enədˈentɾu# | *#inədˈintrw̍# {GOLD: #ɨnəˈuntru#}
1001   | #ˌinadpˈost# | *#enadpˈoj# | *#enədpˈoj# | *#inədpˈoj# {GOLD: #ɨnapˈoj#}
1002   | #ˌinkˈontraː# | *#enkˈontra# | *#enkˈontɾə# | *#inkˈontrə# {GOLD: #ɨnkˈotro#}
1003   | #ˌindˈeretro# | *#endˈɛretro# | *#end͡ze̯ˈaɾetɾu# | *#inzˈeretrw̍# {GOLD: #ɨndˈərət#}
1004   | #ˈintro# | *#ˈentro# | *#ˈentɾu# | *#ˈintrw̍# {GOLD: #ˈɨntru#}
1005   | #lˈonɡumad# | *#lˈonɡuma# | *#lˈonɡumə# | *#lˈonɡumə# {GOLD: #lˈɨnɡə#}
1006   | #nekˈaliubi# | *#nekˈald͡ʒud͡ʒi# | *#nekˈald͡ʒud͡ʒi# | *#nekˈalʒud͡ʒj̊# {GOLD: #nikəˈirj#}
1007   | #nekˈaliubi# | *#nekˈald͡ʒud͡ʒi# | *#nekˈald͡ʒud͡ʒi# | *#nekˈalʒud͡ʒj̊# {GOLD: #nikəjˈerj#}
1008   | #nˈowum# | *#nˈou# | *#nˈou# | *#nˈo# {GOLD: #nˈow#}
1009   | #pˌerˈinter# | *#perˈentre# | *#peɾˈentɾe# | *#perˈintre# {GOLD: #prˈintre#}
1010   | #pˌerˈintroː# | *#perˈentro# | *#peɾˈentɾu# | *#perˈintrw̍# {GOLD: #pˈentru#}
1011   | #pˌerˈintroː# | *#perˈentro# | *#peɾˈentɾu# | *#perˈintrw̍# {GOLD: #prˈintru#}
1012   | #pˈost# | *#pˈoj# | *#pˈoj# | *#pˈoj# {GOLD: #pˈoj#}
1013   | #sˈubtus# | *#sˈutu# | *#sˈutu# | *#sˈut# {GOLD: #sˈub#}
1014   | #sˈuper# | *#sˈupre# | *#sˈupɾe# | *#sˈupre# {GOLD: #sprˈe#}
1015   | #sˈuːrsum# | *#sˈusu# | *#sˈusu# | *#sˈus# {GOLD: #sˈus#}
1016   | #tardˈiːwum# | *#tardˈiu# | *#təɾd͡zˈiu# | *#tərzˈi# {GOLD: #tɨrzˈiw#}
1017   | #temporˈiːwum# | *#temporˈiu# | *#tempu?0ˈiu# | *#timpu?1ˈi# {GOLD: #timpurˈiw#}
1018   | #ˈumkwam# | *#ˈumpa# | *#ˈumpə# | *#ˈumpə# {GOLD: #ˈɨnkə#}
1019   | #ˈunde# | *#ˈunde# | *#ˈunde# | *#ˈunde# {GOLD: #ˈunde#}
1020   | #wˈetulum# | *#ˈɛtulu# | *#jˈetuɾu# | *#jˈetur# {GOLD: #vˈekj#}
1021   | #wiːkˈiːnum# | *#it͡ʃˈinu# | *#jit͡ʃˈinu# | *#it͡ʃˈin# {GOLD: #vet͡ʃˈin#}
1022   | #ˌabbˈatte# | *#abˈate# | *#abˈate# | *#abˈate# {GOLD: #abˈate#}
1023   | #ˌadkellˈaː# | *#adt͡ʃellˈa# | *#adt͡ʃelˈa# | *#adt͡ʃelˈa# {GOLD: #at͡ʃuˈa#}
1024   | #allarɡˈaː# | *#allarɡˈa# | *#aɾɡˈa# | *#arɡˈa# {GOLD: #alerɡˈa#}
1025   | #appropiˈaː# | *#aprod͡ʒˈa# | *#apɾud͡ʒˈa# | *#aprud͡ʒˈa# {GOLD: #apropjˈa#}
1026   | #assediˈaː# | *#ased͡ʒˈa# | *#ased͡ʒˈa# | *#ased͡ʒˈa# {GOLD: #aʃezˈa#}
1027   | #kadˈeː# | *#kadˈe# | *#kədˈe# | *#kədˈe# {GOLD: #kəde̯ˈa#}
1028   | #kalkˈaː# | *#kalkˈa# | *#kəlkˈa# | *#kəlkˈa# {GOLD: #kˈɨlka#}
1029   | #kˌollokˈaː# | *#kollokˈa# | *#kulukˈa# | *#kulukˈa# {GOLD: #kulkˈa#}
1030   | #kˌurrˈeː# | *#kurrˈe# | *#kurrˈe# | *#kurˈə# {GOLD: #kurˈe#}
1031   | #eːraːdiːkˈaː# | *#eradikˈa# | *#eɾədekˈa# | *#erədekˈa# {GOLD: #ridikˈa#}
1032   | #erraːtikˈiː# | *#erratet͡ʃˈi# | *#errətet͡ʃˈi# | *#erətet͡ʃj̊# {GOLD: #rətət͡ʃˈi#}
1033   | #eːrunkˈaː# | *#erunkˈa# | *#eɾunkˈa# | *#erunkˈa# {GOLD: #arunkˈa#}
1034   | #fˈuɡa# | *#fˈuɡa# | *#fˈuɡə# | *#fˈuɡə# {GOLD: #fˈuɡə#}
1035   | #fuɡˈeː# | *#fud͡ʒˈe# | *#fud͡ʒˈe# | *#fud͡ʒˈe# {GOLD: #fud͡ʒˈi#}
1036   | #ˌinkonɡyːrˈaː# | *#enkond͡ʒirˈa# | *#enkund͡ʒeɾˈa# | *#inkund͡ʒerˈa# {GOLD: #ɨnkonʒurˈa#}
1037   | #intrˈaː# | *#entrˈa# | *#entɾˈa# | *#intrˈa# {GOLD: #intrˈa#}
1038   | #luːbrikˈaː# | *#luwrekˈa# | *#luwɾekˈa# | *#luwrekˈa# {GOLD: #lunekˈa#}
1039   | #mˈerɡe# | *#mˈɛrd͡ʒe# | *#mje̯ˈaɾd͡ʒe# | *#mjˈerd͡ʒe# {GOLD: #mˈerd͡ʒe#}
1040   | #perambulˈaː# | *#perambulˈa# | *#peɾəmbuɾˈa# | *#pərɨmburˈa# {GOLD: #plimbˈa#}
1041   | #plikˈaː# | *#plekˈa# | *#plekˈa# | *#plekˈa# {GOLD: #plekˈa#}
